,Appearance Number,Date,GSAx,Goalie,Team,Color
14,15,2023-12-21,1.8631123365242184,SAM MONTEMBEAULT,MTL,#AF1E2D
0,1,2023-10-16,1.7186940724979758,DARCY KUEMPER,WSH,#C8102E
1,2,2023-10-18,-1.4074663316271954,DARCY KUEMPER,WSH,#C8102E
2,3,2023-10-21,-0.7265902177967187,DARCY KUEMPER,WSH,#C8102E
3,4,2023-10-24,-3.0776008893026936,DARCY KUEMPER,WSH,#C8102E
4,5,2023-10-27,-0.015075884948842155,DARCY KUEMPER,WSH,#C8102E
5,6,2023-10-29,1.5376465430121402,DARCY KUEMPER,WSH,#C8102E
6,7,2023-11-02,1.1124087879652294,DARCY KUEMPER,WSH,#C8102E
7,8,2023-11-08,0.46726576692910093,DARCY KUEMPER,WSH,#C8102E
8,9,2023-11-22,0.6263238131965538,DARCY KUEMPER,WSH,#C8102E
9,10,2023-11-27,0.39663413576453443,DARCY KUEMPER,WSH,#C8102E
10,11,2023-11-30,0.6781551355400897,DARCY KUEMPER,WSH,#C8102E
11,12,2023-12-02,1.297674254394615,DARCY KUEMPER,WSH,#C8102E
12,13,2023-12-04,-1.363230266283614,DARCY KUEMPER,WSH,#C8102E
13,14,2023-12-10,-0.6521760790792555,DARCY KUEMPER,WSH,#C8102E
14,15,2023-12-17,1.279074291182948,DARCY KUEMPER,WSH,#C8102E
15,16,2023-12-20,2.1163765343062417,DARCY KUEMPER,WSH,#C8102E
0,1,2023-10-11,1.775911731053072,ARVID SODERBLOM,CHI,#CF0A2C
1,2,2023-10-16,6.556607472667472,ARVID SODERBLOM,CHI,#CF0A2C
2,3,2023-10-21,4.240198382297546,ARVID SODERBLOM,CHI,#CF0A2C
3,4,2023-10-30,0.9155670498762665,ARVID SODERBLOM,CHI,#CF0A2C
4,5,2023-11-05,1.26822622598212,ARVID SODERBLOM,CHI,#CF0A2C
5,6,2023-11-12,0.7094506677031558,ARVID SODERBLOM,CHI,#CF0A2C
6,7,2023-11-18,1.46935524845517,ARVID SODERBLOM,CHI,#CF0A2C
7,8,2023-11-22,0.35489200479674166,ARVID SODERBLOM,CHI,#CF0A2C
8,9,2023-11-24,1.3136988774768406,ARVID SODERBLOM,CHI,#CF0A2C
9,10,2023-11-26,0.7229174023423219,ARVID SODERBLOM,CHI,#CF0A2C
10,11,2023-12-02,0.3770900636392338,ARVID SODERBLOM,CHI,#CF0A2C
11,12,2023-12-05,0.6605932648613244,ARVID SODERBLOM,CHI,#CF0A2C
12,13,2023-12-10,-1.026727246145168,ARVID SODERBLOM,CHI,#CF0A2C
13,14,2023-12-14,-5.293057089887254,ARVID SODERBLOM,CHI,#CF0A2C
14,15,2023-12-23,-7.732581506506534,ARVID SODERBLOM,CHI,#CF0A2C
0,1,2023-10-10,0.22735702587269602,PHILIPP GRUBAUER,SEA,#99D9D9
1,2,2023-10-12,2.322334022076832,PHILIPP GRUBAUER,SEA,#99D9D9
2,3,2023-10-17,1.664761027424119,PHILIPP GRUBAUER,SEA,#99D9D9
3,4,2023-10-21,0.006169754996280918,PHILIPP GRUBAUER,SEA,#99D9D9
4,5,2023-10-30,0.5039943589022822,PHILIPP GRUBAUER,SEA,#99D9D9
5,6,2023-11-02,2.3408720719625715,PHILIPP GRUBAUER,SEA,#99D9D9
6,7,2023-11-04,0.8371326255181466,PHILIPP GRUBAUER,SEA,#99D9D9
7,8,2023-11-09,-0.30796765664538883,PHILIPP GRUBAUER,SEA,#99D9D9
8,9,2023-11-11,-2.629930119515769,PHILIPP GRUBAUER,SEA,#99D9D9
9,10,2023-11-16,-2.92690192016248,PHILIPP GRUBAUER,SEA,#99D9D9
10,11,2023-11-18,-4.145462299620287,PHILIPP GRUBAUER,SEA,#99D9D9
11,12,2023-11-20,-5.387017785582323,PHILIPP GRUBAUER,SEA,#99D9D9
12,13,2023-11-28,-7.387891745587972,PHILIPP GRUBAUER,SEA,#99D9D9
13,14,2023-11-30,-7.158702242356478,PHILIPP GRUBAUER,SEA,#99D9D9
14,15,2023-12-04,-7.111647603071759,PHILIPP GRUBAUER,SEA,#99D9D9
15,16,2023-12-07,-7.386004700771576,PHILIPP GRUBAUER,SEA,#99D9D9
16,17,2023-12-09,-6.685278252999092,PHILIPP GRUBAUER,SEA,#99D9D9
0,1,2023-10-12,-0.8050492223403651,DEVON LEVI,BUF,#003087
1,2,2023-10-14,-1.6923469639032964,DEVON LEVI,BUF,#003087
2,3,2023-10-17,-0.6258212069689293,DEVON LEVI,BUF,#003087
3,4,2023-10-19,-1.1473490525386487,DEVON LEVI,BUF,#003087
4,5,2023-11-04,-1.8667551476221957,DEVON LEVI,BUF,#003087
5,6,2023-11-10,2.0310809540766623,DEVON LEVI,BUF,#003087
6,7,2023-11-14,0.17111674095303542,DEVON LEVI,BUF,#003087
7,8,2023-11-22,-1.0394343614488424,DEVON LEVI,BUF,#003087
8,9,2023-11-25,-1.4741338107484645,DEVON LEVI,BUF,#003087
9,10,2023-12-07,0.8742703694903793,DEVON LEVI,BUF,#003087
10,11,2023-12-09,1.9908907307608428,DEVON LEVI,BUF,#003087
11,12,2023-12-11,1.5742452494145072,DEVON LEVI,BUF,#003087
12,13,2023-12-15,5.768128967973086,DEVON LEVI,BUF,#003087
13,14,2023-12-19,3.244267904947743,DEVON LEVI,BUF,#003087
14,15,2023-12-21,2.685472315100873,DEVON LEVI,BUF,#003087
0,1,2023-10-10,3.238370535095025,ADIN HILL,VGK,#B4975A
1,2,2023-10-14,4.895622540231516,ADIN HILL,VGK,#B4975A
2,3,2023-10-17,5.095029182403474,ADIN HILL,VGK,#B4975A
3,4,2023-10-21,3.836671962985576,ADIN HILL,VGK,#B4975A
4,5,2023-10-27,2.0684205375453777,ADIN HILL,VGK,#B4975A
5,6,2023-10-30,3.4920418169318115,ADIN HILL,VGK,#B4975A
6,7,2023-11-04,6.878079421588875,ADIN HILL,VGK,#B4975A
7,8,2023-11-08,6.883403673663059,ADIN HILL,VGK,#B4975A
8,9,2023-11-10,8.144645527015065,ADIN HILL,VGK,#B4975A
9,10,2023-11-16,6.039480928512564,ADIN HILL,VGK,#B4975A
10,11,2023-11-19,7.426741241694181,ADIN HILL,VGK,#B4975A
11,12,2023-11-22,9.707574716947827,ADIN HILL,VGK,#B4975A
12,13,2023-11-27,11.795715796496397,ADIN HILL,VGK,#B4975A
13,14,2023-11-30,14.057053291392538,ADIN HILL,VGK,#B4975A
14,15,2023-12-17,13.473237179780533,ADIN HILL,VGK,#B4975A
0,1,2023-10-21,0.4331679807427231,SEMYON VARLAMOV,NYI,#F47D30
1,2,2023-10-28,4.367408721385344,SEMYON VARLAMOV,NYI,#F47D30
2,3,2023-11-02,9.120317185046247,SEMYON VARLAMOV,NYI,#F47D30
3,4,2023-11-07,8.187974298050257,SEMYON VARLAMOV,NYI,#F47D30
4,5,2023-11-11,7.612973991752627,SEMYON VARLAMOV,NYI,#F47D30
5,6,2023-11-16,7.174017117449131,SEMYON VARLAMOV,NYI,#F47D30
6,7,2023-11-24,7.565922477352695,SEMYON VARLAMOV,NYI,#F47D30
7,8,2023-11-30,8.042189582377995,SEMYON VARLAMOV,NYI,#F47D30
8,9,2023-12-07,7.776351062377244,SEMYON VARLAMOV,NYI,#F47D30
9,10,2023-12-13,7.7129789954098005,SEMYON VARLAMOV,NYI,#F47D30
10,11,2023-12-16,8.366425068307006,SEMYON VARLAMOV,NYI,#F47D30
11,12,2023-12-20,8.787482492686953,SEMYON VARLAMOV,NYI,#F47D30
0,1,2023-10-19,-0.9016422578062102,PYOTR KOCHETKOV,CAR,#CE1126
1,2,2023-10-21,-4.050729116180445,PYOTR KOCHETKOV,CAR,#CE1126
2,3,2023-10-24,-5.416844324527563,PYOTR KOCHETKOV,CAR,#CE1126
3,4,2023-11-11,-3.4461155990212218,PYOTR KOCHETKOV,CAR,#CE1126
4,5,2023-11-15,-4.757676244773325,PYOTR KOCHETKOV,CAR,#CE1126
5,6,2023-11-22,-3.647608872990564,PYOTR KOCHETKOV,CAR,#CE1126
6,7,2023-11-26,-3.9422963660129335,PYOTR KOCHETKOV,CAR,#CE1126
7,8,2023-11-28,-3.0031458010290195,PYOTR KOCHETKOV,CAR,#CE1126
8,9,2023-11-30,-5.459330789662603,PYOTR KOCHETKOV,CAR,#CE1126
9,10,2023-12-02,-5.854715177981113,PYOTR KOCHETKOV,CAR,#CE1126
10,11,2023-12-06,-8.150708124575813,PYOTR KOCHETKOV,CAR,#CE1126
11,12,2023-12-07,-7.610225571577716,PYOTR KOCHETKOV,CAR,#CE1126
12,13,2023-12-12,-5.152749998201278,PYOTR KOCHETKOV,CAR,#CE1126
13,14,2023-12-14,-4.504927323425457,PYOTR KOCHETKOV,CAR,#CE1126
14,15,2023-12-17,-3.203255622294837,PYOTR KOCHETKOV,CAR,#CE1126
15,16,2023-12-19,-3.5546406360267135,PYOTR KOCHETKOV,CAR,#CE1126
16,17,2023-12-21,-2.273988473959824,PYOTR KOCHETKOV,CAR,#CE1126
17,18,2023-12-23,-4.960582196321805,PYOTR KOCHETKOV,CAR,#CE1126
0,1,2023-10-13,0.2840486756345477,KAREL VEJMELKA,ARI,#8C2633
1,2,2023-10-17,2.120057216745957,KAREL VEJMELKA,ARI,#8C2633
2,3,2023-10-21,4.601643031337112,KAREL VEJMELKA,ARI,#8C2633
3,4,2023-10-24,4.345354004241469,KAREL VEJMELKA,ARI,#8C2633
4,5,2023-10-27,2.8638094328090067,KAREL VEJMELKA,ARI,#8C2633
5,6,2023-11-01,0.9873125773019877,KAREL VEJMELKA,ARI,#8C2633
6,7,2023-11-04,-0.9023983559562234,KAREL VEJMELKA,ARI,#8C2633
7,8,2023-11-14,-1.6843951776910115,KAREL VEJMELKA,ARI,#8C2633
8,9,2023-11-18,-3.765188610632874,KAREL VEJMELKA,ARI,#8C2633
9,10,2023-11-22,-6.4937683176140855,KAREL VEJMELKA,ARI,#8C2633
10,11,2023-12-11,-6.482928410238535,KAREL VEJMELKA,ARI,#8C2633
11,12,2023-12-16,-3.967534446037983,KAREL VEJMELKA,ARI,#8C2633
12,13,2023-12-19,-2.3806158473025745,KAREL VEJMELKA,ARI,#8C2633
13,14,2023-12-21,-0.6585372422217897,KAREL VEJMELKA,ARI,#8C2633
0,1,2023-10-11,-0.8316206223027534,JAKE ALLEN,MTL,#AF1E2D
1,2,2023-10-21,2.357562699105258,JAKE ALLEN,MTL,#AF1E2D
2,3,2023-10-23,5.345707283054731,JAKE ALLEN,MTL,#AF1E2D
3,4,2023-10-28,6.746477148992875,JAKE ALLEN,MTL,#AF1E2D
4,5,2023-11-02,8.883842858337625,JAKE ALLEN,MTL,#AF1E2D
5,6,2023-11-07,6.045508249486007,JAKE ALLEN,MTL,#AF1E2D
6,7,2023-11-12,6.695372532705744,JAKE ALLEN,MTL,#AF1E2D
7,8,2023-11-18,5.993879488187749,JAKE ALLEN,MTL,#AF1E2D
8,9,2023-11-25,5.511629119048887,JAKE ALLEN,MTL,#AF1E2D
9,10,2023-12-02,4.805213003881872,JAKE ALLEN,MTL,#AF1E2D
10,11,2023-12-10,5.943620829466442,JAKE ALLEN,MTL,#AF1E2D
11,12,2023-12-18,6.719390141823872,JAKE ALLEN,MTL,#AF1E2D
0,1,2023-11-24,0.762863644395035,ANDREI VASILEVSKIY,T.B,#002868
1,2,2023-11-27,1.330750365419545,ANDREI VASILEVSKIY,T.B,#002868
2,3,2023-11-30,0.6273509618928523,ANDREI VASILEVSKIY,T.B,#002868
3,4,2023-12-02,-3.0467461062551076,ANDREI VASILEVSKIY,T.B,#002868
4,5,2023-12-04,-1.1728249524473577,ANDREI VASILEVSKIY,T.B,#002868
5,6,2023-12-06,0.8588305010785282,ANDREI VASILEVSKIY,T.B,#002868
6,7,2023-12-09,-0.24746044512825427,ANDREI VASILEVSKIY,T.B,#002868
7,8,2023-12-12,-1.0787379736593137,ANDREI VASILEVSKIY,T.B,#002868
8,9,2023-12-14,2.679302900951747,ANDREI VASILEVSKIY,T.B,#002868
9,10,2023-12-16,0.71403204921599,ANDREI VASILEVSKIY,T.B,#002868
10,11,2023-12-19,2.5720376451130007,ANDREI VASILEVSKIY,T.B,#002868
11,12,2023-12-21,2.0693845608594317,ANDREI VASILEVSKIY,T.B,#002868
12,13,2023-12-23,4.371093069288428,ANDREI VASILEVSKIY,T.B,#002868
0,1,2023-10-21,-2.6836724129266196,SAMUEL ERSSON,PHI,#F74902
1,2,2023-10-28,-6.892162110265571,SAMUEL ERSSON,PHI,#F74902
2,3,2023-11-01,-8.129455464444998,SAMUEL ERSSON,PHI,#F74902
3,4,2023-11-03,-6.582853419477078,SAMUEL ERSSON,PHI,#F74902
4,5,2023-11-07,-6.41596073667254,SAMUEL ERSSON,PHI,#F74902
5,6,2023-11-10,-5.300136924700042,SAMUEL ERSSON,PHI,#F74902
6,7,2023-11-19,-4.5685101590774835,SAMUEL ERSSON,PHI,#F74902
7,8,2023-11-25,-2.2490312686144756,SAMUEL ERSSON,PHI,#F74902
8,9,2023-12-02,-1.6053836943239026,SAMUEL ERSSON,PHI,#F74902
9,10,2023-12-12,-2.129287618060864,SAMUEL ERSSON,PHI,#F74902
10,11,2023-12-14,-1.4451423467724807,SAMUEL ERSSON,PHI,#F74902
11,12,2023-12-16,0.9250553252526812,SAMUEL ERSSON,PHI,#F74902
12,13,2023-12-19,2.7142133102241925,SAMUEL ERSSON,PHI,#F74902
13,14,2023-12-21,2.739992207441173,SAMUEL ERSSON,PHI,#F74902
0,1,2023-10-21,-1.2386919026717456,SCOTT WEDGEWOOD,DAL,#006847
1,2,2023-10-26,-1.763109404687862,SCOTT WEDGEWOOD,DAL,#006847
2,3,2023-11-02,1.6435230134630316,SCOTT WEDGEWOOD,DAL,#006847
3,4,2023-11-11,1.290504711657409,SCOTT WEDGEWOOD,DAL,#006847
4,5,2023-11-20,2.095635624722771,SCOTT WEDGEWOOD,DAL,#006847
5,6,2023-11-30,1.0880551612383527,SCOTT WEDGEWOOD,DAL,#006847
6,7,2023-12-07,-0.14862149054741103,SCOTT WEDGEWOOD,DAL,#006847
7,8,2023-12-15,0.2679497208888697,SCOTT WEDGEWOOD,DAL,#006847
8,9,2023-12-16,-1.001725559586144,SCOTT WEDGEWOOD,DAL,#006847
9,10,2023-12-18,-0.34292083629452286,SCOTT WEDGEWOOD,DAL,#006847
10,11,2023-12-21,-1.6125091298425842,SCOTT WEDGEWOOD,DAL,#006847
11,12,2023-12-23,-1.739467860031996,SCOTT WEDGEWOOD,DAL,#006847
0,1,2023-10-17,0.7971087834348789,MARC-ANDRE FLEURY,MIN,#154734
1,2,2023-10-19,-2.609142069224132,MARC-ANDRE FLEURY,MIN,#154734
2,3,2023-10-27,-2.1676615246732855,MARC-ANDRE FLEURY,MIN,#154734
3,4,2023-10-29,-3.8879832523747413,MARC-ANDRE FLEURY,MIN,#154734
4,5,2023-11-04,-3.866973965848766,MARC-ANDRE FLEURY,MIN,#154734
5,6,2023-11-07,-2.4001728754581677,MARC-ANDRE FLEURY,MIN,#154734
6,7,2023-11-09,-1.645881615501584,MARC-ANDRE FLEURY,MIN,#154734
7,8,2023-11-12,-5.020489120625681,MARC-ANDRE FLEURY,MIN,#154734
8,9,2023-11-19,-6.74083589933306,MARC-ANDRE FLEURY,MIN,#154734
9,10,2023-12-03,-4.748566619441536,MARC-ANDRE FLEURY,MIN,#154734
10,11,2023-12-08,-4.234503399322746,MARC-ANDRE FLEURY,MIN,#154734
11,12,2023-12-19,-2.961382439210432,MARC-ANDRE FLEURY,MIN,#154734
12,13,2023-12-23,-3.6034775589370636,MARC-ANDRE FLEURY,MIN,#154734
0,1,2023-10-13,1.1204574082363035,AKIRA SCHMID,N.J,#CE1126
1,2,2023-10-20,0.6887536852663239,AKIRA SCHMID,N.J,#CE1126
2,3,2023-10-25,-1.6557233395953657,AKIRA SCHMID,N.J,#CE1126
3,4,2023-11-03,-1.3625752916878349,AKIRA SCHMID,N.J,#CE1126
4,5,2023-11-10,-0.0003153576407384229,AKIRA SCHMID,N.J,#CE1126
5,6,2023-11-14,-2.51123317772394,AKIRA SCHMID,N.J,#CE1126
6,7,2023-11-24,-2.35054990976113,AKIRA SCHMID,N.J,#CE1126
7,8,2023-11-28,-1.6871756202451045,AKIRA SCHMID,N.J,#CE1126
8,9,2023-11-30,-0.899223613579955,AKIRA SCHMID,N.J,#CE1126
9,10,2023-12-01,-4.506333427652177,AKIRA SCHMID,N.J,#CE1126
10,11,2023-12-07,-1.7325267834561324,AKIRA SCHMID,N.J,#CE1126
11,12,2023-12-10,-1.2028526476082115,AKIRA SCHMID,N.J,#CE1126
12,13,2023-12-16,-1.0291479435481237,AKIRA SCHMID,N.J,#CE1126
13,14,2023-12-17,-2.425638161121259,AKIRA SCHMID,N.J,#CE1126
14,15,2023-12-21,-3.7752210341191503,AKIRA SCHMID,N.J,#CE1126
0,1,2023-10-11,-2.6900018607699394,ILYA SAMSONOV,TOR,#00205B
1,2,2023-10-14,-2.9683211483684397,ILYA SAMSONOV,TOR,#00205B
2,3,2023-10-19,-2.627368524860289,ILYA SAMSONOV,TOR,#00205B
3,4,2023-10-21,-5.226889937219026,ILYA SAMSONOV,TOR,#00205B
4,5,2023-10-28,-5.593154007922137,ILYA SAMSONOV,TOR,#00205B
5,6,2023-11-02,-2.4815759786210245,ILYA SAMSONOV,TOR,#00205B
6,7,2023-11-06,-5.763966977452016,ILYA SAMSONOV,TOR,#00205B
7,8,2023-11-11,-4.13523086697861,ILYA SAMSONOV,TOR,#00205B
8,9,2023-11-17,-2.818712287231989,ILYA SAMSONOV,TOR,#00205B
9,10,2023-11-24,-4.514605075456043,ILYA SAMSONOV,TOR,#00205B
10,11,2023-12-09,-2.8338308094102853,ILYA SAMSONOV,TOR,#00205B
11,12,2023-12-11,-3.6053528172208997,ILYA SAMSONOV,TOR,#00205B
12,13,2023-12-14,-5.652416362127886,ILYA SAMSONOV,TOR,#00205B
13,14,2023-12-21,-9.013120045331188,ILYA SAMSONOV,TOR,#00205B
0,1,2023-10-19,1.207340715521212,JONATHAN QUICK,NYR,#0038A8
1,2,2023-10-21,1.6824011479939514,JONATHAN QUICK,NYR,#0038A8
2,3,2023-10-26,5.093322764191152,JONATHAN QUICK,NYR,#0038A8
3,4,2023-11-04,6.064215495619617,JONATHAN QUICK,NYR,#0038A8
4,5,2023-11-07,5.669598803511233,JONATHAN QUICK,NYR,#0038A8
5,6,2023-11-12,6.576818283762504,JONATHAN QUICK,NYR,#0038A8
6,7,2023-11-22,10.13443053471974,JONATHAN QUICK,NYR,#0038A8
7,8,2023-11-25,9.779631624373916,JONATHAN QUICK,NYR,#0038A8
8,9,2023-12-03,9.165499411188327,JONATHAN QUICK,NYR,#0038A8
9,10,2023-12-10,10.035824243475114,JONATHAN QUICK,NYR,#0038A8
10,11,2023-12-15,12.214808918013741,JONATHAN QUICK,NYR,#0038A8
11,12,2023-12-22,11.920162771102959,JONATHAN QUICK,NYR,#0038A8
0,1,2023-10-14,-0.4272719050073337,SPENCER MARTIN,CBJ,#002654
1,2,2023-10-16,-1.6133318746058536,SPENCER MARTIN,CBJ,#002654
2,3,2023-10-20,0.741993548750429,SPENCER MARTIN,CBJ,#002654
3,4,2023-10-28,2.5491936281861443,SPENCER MARTIN,CBJ,#002654
4,5,2023-11-06,3.461106153614874,SPENCER MARTIN,CBJ,#002654
5,6,2023-11-09,3.0134881664742386,SPENCER MARTIN,CBJ,#002654
6,7,2023-11-11,1.6054050829254845,SPENCER MARTIN,CBJ,#002654
7,8,2023-11-19,0.23945711943592185,SPENCER MARTIN,CBJ,#002654
8,9,2023-11-27,1.8888399794814519,SPENCER MARTIN,CBJ,#002654
9,10,2023-12-03,3.174239501636794,SPENCER MARTIN,CBJ,#002654
10,11,2023-12-07,-0.8974717913054939,SPENCER MARTIN,CBJ,#002654
0,1,2023-10-14,0.5423480435884942,ALEX NEDELJKOVIC,PIT,#FCB514
1,2,2023-10-24,0.1689302133359103,ALEX NEDELJKOVIC,PIT,#FCB514
2,3,2023-11-19,3.300536701466824,ALEX NEDELJKOVIC,PIT,#FCB514
3,4,2023-11-24,3.8021062532768912,ALEX NEDELJKOVIC,PIT,#FCB514
4,5,2023-12-04,5.084538064267914,ALEX NEDELJKOVIC,PIT,#FCB514
5,6,2023-12-13,7.345577263381622,ALEX NEDELJKOVIC,PIT,#FCB514
6,7,2023-12-16,7.487926569956084,ALEX NEDELJKOVIC,PIT,#FCB514
7,8,2023-12-18,6.949283030102457,ALEX NEDELJKOVIC,PIT,#FCB514
8,9,2023-12-21,7.822716263798161,ALEX NEDELJKOVIC,PIT,#FCB514
9,10,2023-12-23,5.29470853671552,ALEX NEDELJKOVIC,PIT,#FCB514
0,1,2023-10-19,-0.6583226299409541,DAN VLADAR,CGY, #D2001C
1,2,2023-10-22,-3.9490486001045513,DAN VLADAR,CGY, #D2001C
2,3,2023-11-04,-5.032761977656216,DAN VLADAR,CGY, #D2001C
3,4,2023-11-10,-4.0869499238560305,DAN VLADAR,CGY, #D2001C
4,5,2023-11-20,-4.698120270118578,DAN VLADAR,CGY, #D2001C
5,6,2023-11-25,-4.98237837182541,DAN VLADAR,CGY, #D2001C
6,7,2023-11-27,-2.7247325694161115,DAN VLADAR,CGY, #D2001C
7,8,2023-12-05,-4.154713979998738,DAN VLADAR,CGY, #D2001C
8,9,2023-12-11,-7.068181599288887,DAN VLADAR,CGY, #D2001C
9,10,2023-12-14,-5.779437120632042,DAN VLADAR,CGY, #D2001C
10,11,2023-12-16,-5.458900696775358,DAN VLADAR,CGY, #D2001C
0,1,2023-10-16,1.8067399459968514,JAMES REIMER,DET,#CE1126
1,2,2023-10-22,2.517971106732235,JAMES REIMER,DET,#CE1126
2,3,2023-10-26,1.9979744309133403,JAMES REIMER,DET,#CE1126
3,4,2023-11-02,4.146130069747832,JAMES REIMER,DET,#CE1126
4,5,2023-11-09,3.881006737136161,JAMES REIMER,DET,#CE1126
5,6,2023-11-16,3.3598140764143043,JAMES REIMER,DET,#CE1126
6,7,2023-12-09,3.9204670336415544,JAMES REIMER,DET,#CE1126
7,8,2023-12-11,2.0397623430358167,JAMES REIMER,DET,#CE1126
8,9,2023-12-18,2.291026330858104,JAMES REIMER,DET,#CE1126
9,10,2023-12-20,-0.33167187550500543,JAMES REIMER,DET,#CE1126
10,11,2023-12-22,-2.1685175051311614,JAMES REIMER,DET,#CE1126
0,1,2023-10-11,0.4694054236981909,CASEY DESMITH,VAN,#00843D
1,2,2023-10-14,2.1813822792983717,CASEY DESMITH,VAN,#00843D
2,3,2023-10-21,3.525936408756778,CASEY DESMITH,VAN,#00843D
3,4,2023-10-28,2.141810176512639,CASEY DESMITH,VAN,#00843D
4,5,2023-11-09,2.413687954087234,CASEY DESMITH,VAN,#00843D
5,6,2023-11-12,3.9713923421046036,CASEY DESMITH,VAN,#00843D
6,7,2023-11-16,2.898103160282497,CASEY DESMITH,VAN,#00843D
7,8,2023-11-25,0.9221348679476358,CASEY DESMITH,VAN,#00843D
8,9,2023-12-07,4.423276076156355,CASEY DESMITH,VAN,#00843D
9,10,2023-12-16,6.39300662294234,CASEY DESMITH,VAN,#00843D
10,11,2023-12-19,6.583003961427975,CASEY DESMITH,VAN,#00843D
0,1,2023-10-15,-1.0176838795134469,ANTTI RAANTA,CAR,#CE1126
1,2,2023-10-17,-1.602179519797879,ANTTI RAANTA,CAR,#CE1126
2,3,2023-10-19,-3.840013190147027,ANTTI RAANTA,CAR,#CE1126
3,4,2023-10-27,-1.780876735419206,ANTTI RAANTA,CAR,#CE1126
4,5,2023-11-04,-2.727912727668162,ANTTI RAANTA,CAR,#CE1126
5,6,2023-11-07,-2.259800588624376,ANTTI RAANTA,CAR,#CE1126
6,7,2023-11-10,-3.393097278493309,ANTTI RAANTA,CAR,#CE1126
7,8,2023-11-18,-2.2146457618745647,ANTTI RAANTA,CAR,#CE1126
8,9,2023-11-22,-2.5696039510245896,ANTTI RAANTA,CAR,#CE1126
9,10,2023-11-24,-9.181594266510876,ANTTI RAANTA,CAR,#CE1126
10,11,2023-12-04,-8.980085355530704,ANTTI RAANTA,CAR,#CE1126
11,12,2023-12-06,-7.4581703000705675,ANTTI RAANTA,CAR,#CE1126
12,13,2023-12-09,-8.845898160124484,ANTTI RAANTA,CAR,#CE1126
13,14,2023-12-15,-11.302239058695625,ANTTI RAANTA,CAR,#CE1126
0,1,2023-10-14,0.845869222566531,ANTON FORSBERG,OTT,#B79257
1,2,2023-10-18,2.602897778788522,ANTON FORSBERG,OTT,#B79257
2,3,2023-10-24,-0.9410126103088103,ANTON FORSBERG,OTT,#B79257
3,4,2023-11-04,-2.266887540352957,ANTON FORSBERG,OTT,#B79257
4,5,2023-11-09,-5.4289976674606155,ANTON FORSBERG,OTT,#B79257
5,6,2023-11-18,-4.749162248936154,ANTON FORSBERG,OTT,#B79257
6,7,2023-11-24,-6.050619356487388,ANTON FORSBERG,OTT,#B79257
7,8,2023-12-02,-3.2490499198148703,ANTON FORSBERG,OTT,#B79257
8,9,2023-12-05,-2.2305329006474612,ANTON FORSBERG,OTT,#B79257
9,10,2023-12-07,-4.4127234157781245,ANTON FORSBERG,OTT,#B79257
10,11,2023-12-15,-7.105888171509905,ANTON FORSBERG,OTT,#B79257
11,12,2023-12-23,-7.5441007248872545,ANTON FORSBERG,OTT,#B79257
0,1,2023-10-19,-2.769920025716143,JOEL HOFER,STL,#002F87
1,2,2023-10-26,-0.0632861080061291,JOEL HOFER,STL,#002F87
2,3,2023-11-04,0.8522700289190919,JOEL HOFER,STL,#002F87
3,4,2023-11-16,-1.1099324563625705,JOEL HOFER,STL,#002F87
4,5,2023-11-19,0.28210298197290307,JOEL HOFER,STL,#002F87
5,6,2023-11-22,2.273189933920362,JOEL HOFER,STL,#002F87
6,7,2023-11-24,-0.21162768745555294,JOEL HOFER,STL,#002F87
7,8,2023-12-02,-0.3094322983817399,JOEL HOFER,STL,#002F87
8,9,2023-12-08,-2.6708863812300336,JOEL HOFER,STL,#002F87
9,10,2023-12-19,-2.8720183988838373,JOEL HOFER,STL,#002F87
10,11,2023-12-21,0.5543277711820296,JOEL HOFER,STL,#002F87
0,1,2023-10-17,0.22009062959198067,KEVIN LANKINEN,NSH,#FFB81C
1,2,2023-10-31,-0.9838195764225119,KEVIN LANKINEN,NSH,#FFB81C
2,3,2023-11-04,0.29830066938411326,KEVIN LANKINEN,NSH,#FFB81C
3,4,2023-11-18,0.8449875420816748,KEVIN LANKINEN,NSH,#FFB81C
4,5,2023-11-24,1.2224983183212759,KEVIN LANKINEN,NSH,#FFB81C
5,6,2023-11-30,1.427242082687353,KEVIN LANKINEN,NSH,#FFB81C
6,7,2023-12-02,0.24369923931619208,KEVIN LANKINEN,NSH,#FFB81C
7,8,2023-12-09,1.5839657237587428,KEVIN LANKINEN,NSH,#FFB81C
8,9,2023-12-15,-0.8108669311075483,KEVIN LANKINEN,NSH,#FFB81C
9,10,2023-12-19,0.03579856030991635,KEVIN LANKINEN,NSH,#FFB81C
0,1,2023-10-24,0.08741214750248272,CAYDEN PRIMEAU,MTL,#AF1E2D
1,2,2023-11-09,0.8863159825079618,CAYDEN PRIMEAU,MTL,#AF1E2D
2,3,2023-11-16,0.9352793902609191,CAYDEN PRIMEAU,MTL,#AF1E2D
3,4,2023-11-24,2.4579810534200695,CAYDEN PRIMEAU,MTL,#AF1E2D
4,5,2023-11-30,-0.2719143317161836,CAYDEN PRIMEAU,MTL,#AF1E2D
5,6,2023-12-09,2.0338281423464166,CAYDEN PRIMEAU,MTL,#AF1E2D
6,7,2023-12-22,2.204880592185257,CAYDEN PRIMEAU,MTL,#AF1E2D
0,1,2023-10-26,0.5278935701335238,IVAN PROSVETOV,COL,#236192
